Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Theme
Twitter,https://twitter.com/MtroDelgado/statuses/1499151215594287109,MtroDelgado,3/2/2022 5:34 pm,"Firman @GobSalamanca y @SEGOBGto convenio de coordinación de creación y operación de ""Células Municipales de Búsqueda

Ver más...
https://t.co/KY6ZmUuVC8

@JCesarPrieto @LibiaGarciaML @diegosinhue  @MiguelChicoOfl @Neto_Prieto @lcmanzano @_PepeAguirre  @MORENA_Gto @davidmunozt31 https://t.co/cKeEryQHKr",Message,Photo,1044,8,"Irapuato, Guanajuato, Mexico",
Twitter,https://twitter.com/RCarrasco123/statuses/1499145514696257536,RCarrasco123,3/2/2022 5:11 pm,ClaudioXGG Jajaja están resentidos por qué ya no les permiten robar @ClaudioXGG,Mention,Text Only,209,3,Mexico,Backlash
Twitter,https://twitter.com/rivearanda/statuses/1499142004671930371,rivearanda,3/2/2022 4:58 pm,oxidodecromo La discriminación por apariencias es muy común en todos lados. Qué mal que suceda.,Mention,Text Only,1078,1,"Aguascalientes, Aguascalientes, Mexico",
Twitter,https://twitter.com/_FerLeonMex/statuses/1499141424876429313,_FerLeonMex,3/2/2022 4:55 pm,"tuxtleco @DanSantosMX @DeniseMeadeG @GuroSilva @juarezvero @antoniomedina41 @QuikeLara @JaimeRdzNL @MikeOLlerandi @La_patronamx @almaguerpardo1 #JoseRamonLopezBeltran11

El comediante, o mejor dicho el miserable resentido 🤡...👇🏻 https://t.co/WlcfbPVXjb",Mention,Photo,70,3,"San Nicolas de los Garza, Nuevo León, Mexico",Backlash
Twitter,https://twitter.com/MichelYz1988/statuses/1499140264593612802,MichelYz1988,3/2/2022 4:51 pm,"Se detesta el injerencismo tanto como el racismo y el fascismo. Pensar que hay seres humanos de primera y de segunda nos sigue anclando en el pasado y nos condenan a repetir los mismos errores. https://t.co/Hy8tLqeNp2 | QT: “No hay movimiento nazi, no hay movimiento racista, no hay un movimiento por intentar colocar jerarquías por origen de los seres humanos”. 

Claro, tú dime. 👇🏻 https://t.co/zG5NEFhaEa",Message,Link,467,0,"Coacalco, México, Mexico",
Twitter,https://twitter.com/alefloresmejia/statuses/1499138685777985539,alefloresmejia,3/2/2022 4:44 pm,"A sabiendas que no acepto cualquier tipo de guerra, solo quiero que miren las declaraciones del primer ministro de Bulgaria sobre los migrantes de Ucrania. Europeos = migrantes refugiados
Latinxs, africanxs, palestinos, etc.: delincuentes

https://t.co/5NfyiYUK7i",Message,Link,458,13,Honduras,Migración
Twitter,https://twitter.com/Boonepolis/statuses/1499137362579841035,Boonepolis,3/2/2022 4:39 pm,"Por eso los ""líderes de opinión"" deben estudiar y opinar con conciencia y responsabilidad, para no caer en la tentación de publicar disparates ni defender violaciones.

LA LIBERTAD DE EXPRESIÓN NO ES ABSOLUTA. TIENE LÍMITES. NO AMPARA IDEAS NI DISCURSOS DE ODIO NI DISCRIMINACIÓN. https://t.co/LEZBgIdoaL | QT: Yo creo que Chumel debe seguir teniendo la libertad de burlarse de los indígenas y violentar mujeres públicamente. Jamás estaré de acuerdo con lo que dice, pero defendería con mi vida su derecho a decirlo.",Message,Link,8525,15,"Colonia del Valle, Mexico City, Mexico",Género
Twitter,https://twitter.com/JoSocVenecola/statuses/1499130928404312064,JoSocVenecola,3/2/2022 4:14 pm,"Pero cuando los venezolanos iban a cambiar cupos, los agarraban del brazo desde las tiendas. Ahora como van buscando mejor calidad de vida, no los quieren ver ni en pintura.
🤔👇
Guardia Costera de Aruba detiene a 11 migrantes venezolanos - https://t.co/pn99fdoQWe",Message,Link,4470,7,"Hilshire, Texas, United States","Perfilamiento racial, Migración"
Twitter,https://twitter.com/Francis05862332/statuses/1499127844026339330,Francis05862332,3/2/2022 4:01 pm,HctorAlcntara12 Uy no de esi ladu ni si oyi ni si ve do you understand partner son los paladines de la libertad la paz (de los sepulcros ) y demas obviamente selectivos y racistas verdad vale !!,Mention,Text Only,1,1,"Colonia Lindavista, México, Mexico",
Twitter,https://twitter.com/effetainfo/statuses/1499119634468982789,effetainfo,3/2/2022 3:29 pm,"#Opinión | La #discriminación está oculta en cientos de conductas que pueden parecernos inofensivas, por lo que es necesario hacer consciencia y no perpetuar una práctica que afecta a millones de personas en todo el mundo.
Por: @VEREPAREDESA

https://t.co/BIDqw0M7W9",Message,Link,7432,20,"Pachuca de Soto, Hidalgo, Mexico",
Twitter,https://twitter.com/el_keogh/statuses/1499119189411332097,el_keogh,3/2/2022 3:27 pm,juanmanuelv Mientras los que maten son prietos no hay pedo,Mention,Text Only,1552,1,"Villa de Costa Rica, Sinaloa, Mexico",
Twitter,https://twitter.com/_FerLeonMex/statuses/1499119032561139712,_FerLeonMex,3/2/2022 3:26 pm,"JulioCsar007 @GuroSilva @DanSantosMX @DeniseMeadeG @juarezvero @antoniomedina41 @QuikeLara @JaimeRdzNL @MikeOLlerandi @La_patronamx @almaguerpardo1 El gusano morenaco resultó un vil clasista discriminador, por cierto su ortografía está como la transformación, de 💩...🤣🤣🤣🤣",Mention,Text Only,70,1,"San Nicolas de los Garza, Nuevo León, Mexico",Tono de piel
Twitter,https://twitter.com/AlumnoRodrigo/statuses/1499113820232552455,AlumnoRodrigo,3/2/2022 3:06 pm,Pensé que la tiradera de caca que ando haciendo al clasismo y al racismo se iba a quedar en instagram donde nadie me ve pero resulta que acá en twitter donde nadie me lee también @UKRinMEX anda tirando sus habladas racistas y clasistas #ConLosTamalesNo #EmbajadaTamalera,Message,Text Only,68,5,"Coyoacan, Mexico City, Mexico",
Twitter,https://twitter.com/monicaferbal/statuses/1499111100222259212,monicaferbal,3/2/2022 2:55 pm,"El @senadomexicano aprobó reformar la Ley General de Comunicación Social para que en sus campañas utilice #LenguajeIncluyente, libre de discriminación y #ViolenciaDeGénero.
Presenté dictamen a nombre de las Comisiones Gobernación y Estudios Legislativos.
https://t.co/giYoDCv6Id https://t.co/u2CFuR1l8w",Message,Photo,23863,17,"Cuauhtemoc, Mexico City, Mexico",
Twitter,https://twitter.com/jmartinez67/statuses/1499106685549428736,jmartinez67,3/2/2022 2:37 pm,"Par de resentidos sociales
Pasando a otro tema realmente importante...
Ya sabemos cuanto gana #JoseRamonLopezBeltran10 ?
Ya se investigo el conflicto de intereses con #BakerHughes por lo de #LaCasaGris?
Necesitamos una actualización del #HoustonGate https://t.co/0v0EzuW6gy | QT: Fraterno encuentro con Lula. Nos une la hermandad de nuestros pueblos y la lucha por la igualdad y la justicia. https://t.co/K4b2wnJdH9",Message,Link,858,0,"Santa Rosa Jauregui, Querétaro, Mexico",Backlash
Twitter,https://twitter.com/_FernandoVargas/statuses/1499105830964285442,_FernandoVargas,3/2/2022 2:34 pm,"With tha BEAUTY 👸🏻 @thaqueenmv. Prieto y feo pero con PEGE!!! PA QUE VEAN CABRONES!!! 🤣🤣😂😂😂👌🏾💯💯🤷🏾‍♂️😎
#GOTTUM!!!👊🏾😭😭 @ Las Vegas, Nevada https://t.co/wxxtT2SQKH",Message,Link,50885,1,"Winchester, Nevada, United States",
Twitter,https://twitter.com/Jacquie_LHoist/statuses/1499105062852911105,Jacquie_LHoist,3/2/2022 2:31 pm,La calidad del ser persona no se diferencia por ser refugiada o migrantes ambas tienen derecho a un trato digno. https://t.co/ggIweR3YOA | QT: Ucrania reconoce el trato racista hacia los africanos que huyen de la invasión rusa https://t.co/4k5JSCN8Um,Message,Link,20835,6,"Tlalpan, Mexico City, Mexico",Migración
Twitter,https://twitter.com/jorgedejgm/statuses/1499099981285781505,jorgedejgm,3/2/2022 2:11 pm,"diazbriseno El avion pollero pasaron ilegalmente mas Rusos 40,000 + en 2021 por Tijuana a California algunos en vehiculos deteniendo todo cruce a gente mexicana migrantes legales que va a trabajar a   Cancun -Tijuana polleros Rusos y Cubanos de G2",Mention,Text Only,92,0,"Las Delicias, Baja California, Mexico",Migración
Twitter,https://twitter.com/FelipeNY2022/statuses/1499095790505103362,FelipeNY2022,3/2/2022 1:54 pm,"danielin31 @CatalinaSuarezB Le han demostrado algo a Uribe o Abudimen ? El problema es usted que le cree a un asesino indultado, mal gobernante, corrupto, con un video recibiendo dinero en bolsas negras y haciendo pactos hasta con el diablo !!! Amigo el problema es usted y los resentidos que piensan igual.",Mention,Text Only,49,3,"Guttenberg, New Jersey, United States",Backlash
Twitter,https://twitter.com/Alberto17392991/statuses/1499094230664462341,Alberto17392991,3/2/2022 1:48 pm,"La desgraciada Europa, la discriminación racial siempre ha sido bien marcada en ese continente. Lamentable https://t.co/IdpSlqoWxS | QT: Según denuncian varios estudiantes internacionales que hablaron con la BBC, la situación es particularmente grave para las personas negras  https://t.co/oI4aM11WZk",Message,Link,182,0,Honduras,
Twitter,https://twitter.com/rene_filth/statuses/1499091248115863559,rene_filth,3/2/2022 1:36 pm,MetroCDMX @COPRED_CDMX Se supone que en la @FiscaliaCDMX se deben de respetar los derechos e identidades de todas las personas y en el módulo de Alc. Venustiano Carranza no les importa la discriminación hacia personas LGBT y las cosas quedan impunes. Y  @CONAPRED no está para salvar guardarnos.,Mention,Text Only,11,0,"Venustiano Carranza, Mexico City, Mexico",
Twitter,https://twitter.com/tommagiofficial/statuses/1499090703703580676,tommagiofficial,3/2/2022 1:34 pm,"__whiskeyjack__ La razón por la que abandonaron son los costes altos de mandar gente a la luna; además sabemos igual o un poco más sobre el espacio. Al final... Elon mismo a tenido problemas. Esperemos algun día podamos ir a otros lugares, es la única manera de salvar esta llamada raza humana.",Mention,Text Only,19161,1,"Cuauhtemoc, Mexico City, Mexico",
Twitter,https://twitter.com/mcdavisr/statuses/1499087373459673090,mcdavisr,3/2/2022 1:20 pm,"Alerta_News_ 1er artículo de la convención internacional sobre la eliminación de todas las formas de discriminación racial (1965): «toda distinción, exclusión, restricción o preferencia basada en motivos de raza, color, linaje u origen nacional o étnico que tenga por objeto o",Mention,Text Only,179,10,Guatemala,
Twitter,https://twitter.com/fertatico/statuses/1499086774198587397,fertatico,3/2/2022 1:18 pm,"El racismo en todo su esplendor… https://t.co/ru6QMGBeVt | QT: Para que se den cuenta de la magnitud del racismo. #Polonia 🇵🇱, que le abre los brazos a los refugiados ucranianos, hace solo unos pocos meses, reprimió con furia a inmigrantes africanos y del Medio Oriente que intentaban ingresar al país. https://t.co/btC84b3z8F",Message,Link,591,1,"Doral, Florida, United States",Migración
Twitter,https://twitter.com/DanielaCamposL/statuses/1499081781663916034,DanielaCamposL,3/2/2022 12:58 pm,"Sen. @ossoff urge al gobierno federal a tomar medidas para proteger trabajadores agrícolas inmigrantes bajo el programa de visas H-2A y prevenir futuros casos de esclavitud moderna. 
https://t.co/yi1yI2mxqc",Message,Link,963,186,"Washington, Washington, D.C., United States",Migración
Twitter,https://twitter.com/CHEMARGUEZ/statuses/1499079170382520327,CHEMARGUEZ,3/2/2022 12:48 pm,"¡Echa un vistazo al vídeo de Roberto Viesca! #TikTok https://t.co/gBF72nQ6Q3

Menos mal que no son #racistas",Message,Link,1887,0,"Tlahuac, Mexico City, Mexico",
Twitter,https://twitter.com/OlyOrozcoMX/statuses/1499076572866916360,OlyOrozcoMX,3/2/2022 12:38 pm,"BeatrizPawa Nada de qué culparte. Mi hijo tiene 11 y de repente sale con cosas que obvio no valido ni apruebo, pero es que así somos las personas, un resultado de TODO nuestro entorno.
Si es muy dirigido el regaño, yo diría que estás enfrentando discriminación. Si es así, hay que nombrarla.",Mention,Text Only,855,1,"Acambaro, Guanajuato, Mexico",
Twitter,https://twitter.com/VilchisJuan1/statuses/1499076283967365120,VilchisJuan1,3/2/2022 12:36 pm,"adelarosa @adelarosa  lambe huevos de @MiguelHerreraDT  a toro pasado es fácil ladrar cómo perro de azotea 

Y si a cada quien los pone en su lugar cerdoperiodista frustrado y acomplejado @adelarosa
 Este es tu lugar",Mention,Text Only,41,0,"Santa Rosa Jauregui, Querétaro, Mexico",
Twitter,https://twitter.com/UrsulaBethManzo/statuses/1499075225975148547,UrsulaBethManzo,3/2/2022 12:32 pm,"A menos que usted sea mi crush (chiquito papá) su apariencia física, si se ve guapa o fea o gordo ojeroso prieto güero, me importan 3 camiones de berenjenas🍆🍆🍆🍆🍆🍆jamás le voy a decir que qué fea o qué guapo, para que no se suelte llorando en un drama que yo no le dije.",Message,Text Only,1143,2,Mexico,
Twitter,https://twitter.com/CjnMtz/statuses/1499070768541429760,CjnMtz,3/2/2022 12:14 pm,"Hablando de acomplejados.. 😂😂😂 https://t.co/YetKZPNLpE | QT: Oigame señor Adame!!!

Cuales “otros dos putos que me acompañan”?!? 

Según yo somos tres, especifique!!! https://t.co/tk1lV81TlY",Message,Link,37,0,"Las Delicias, Baja California, Mexico",Sexodiversidad
Twitter,https://twitter.com/ssimey/statuses/1499068963422093317,ssimey,3/2/2022 12:07 pm,"Esta mañana comenzamos con el foro de discusión de la Ley Federal del Trabajo, con diferentes sindicatos minoritarios de todo el país. Como coordinadora temática de @DiputadosMorena respaldamos la convocatoria de la Dip @terrazas_prieto por esta gran labor. En la #4T se consulta! https://t.co/QguBbf6fk7",Message,Photo,3159,11,"Cuauhtemoc, Mexico City, Mexico",
Twitter,https://twitter.com/octaviocancinoo/statuses/1499068867896918020,octaviocancinoo,3/2/2022 12:07 pm,"Estas personas sacan su verdadero sentir de racistas https://t.co/vmJypEkTgY | QT: ¿Estará editado éste vídeo o se confirma que la muerte de un blanco duele más que la de un sirio, iraquí o latino? 🤔 https://t.co/ZmrY94MSQz",Message,Link,294,0,Mexico,
Twitter,https://twitter.com/HebertoJarquin/statuses/1499068480485687296,HebertoJarquin,3/2/2022 12:05 pm,"Guiosvald Navalni es un ultranacionalista ruso, racista y xenófono, igual que sus pares ucranianos.",Mention,Text Only,199,1,"Bakersfield, California, United States",
Twitter,https://twitter.com/_FerLeonMex/statuses/1499066151292354565,_FerLeonMex,3/2/2022 11:56 am,"A la #Tiznada el miserable resentido...
#AMLOCorrupto 
#JoseRamonLopezBeltran11 https://t.co/a6nicvZhYx | QT: Aquí, con la duda todavía.

#JoseRamonLopezBeltran https://t.co/S8bqhQW0Vf",Message,Link,70,1,"San Nicolas de los Garza, Nuevo León, Mexico",Backlash
Twitter,https://twitter.com/MLpoex/statuses/1499065938502684681,MLpoex,3/2/2022 11:55 am,"Tiene razón así que externinen los racistas de la UE y hal imperio yanki solo que traigan los misiles ha venezuela y cuba en dirección de los yankis https://t.co/vdshRIuRNQ | QT: #LoÚltimo #GuerraEnUcrania | ""La única alternativa a las sanciones es una guerra nuclear"", dice canciller ruso

>> https://t.co/SdULV8iQfM https://t.co/A6s2JUIQHg",Message,Link,30,0,Honduras,
Twitter,https://twitter.com/_FerLeonMex/statuses/1499065294282797062,_FerLeonMex,3/2/2022 11:53 am,"Aquí le hablan al miserable resentido...👇🏻 https://t.co/cYYe5caFK3 | QT: La mañanera de hoy la dedicó a Felipe Calderón y a la elección del 2006… 😐

Alguien avísele al inútil, que estamos en 2022, que hace 1188 días llegó a la presidencia y que ya se ponga a trabajar en resolver los problemas de inseguridad, pobreza, salud, desempleo, desabasto…",Message,Link,70,0,"San Nicolas de los Garza, Nuevo León, Mexico",Backlash
Twitter,https://twitter.com/tonatiuhmira/statuses/1499064892598497287,tonatiuhmira,3/2/2022 11:51 am,"Parece que se castiga más el ser Rusa o Ruso, que el apoyar o no la decisión del gobierno de su país.
Este conflicto ha servido para que ""occidente"" revele su esencia racista, clasista, colonialista, y de rienda suelta a su siempre presente pero antes disimulada rusofobia. https://t.co/Usy6spuZsa | QT: Más y más deportes acatan el llamado del Comité Olímpico Internacional (#COI) y marginan a los atletas rusos y bielorrusos de todas las competencias internacionales luego de la intervención en #Ucrania. 

https://t.co/ZPU1OqA1pd",Message,Link,716,7,"Colonia Lindavista, México, Mexico",
Twitter,https://twitter.com/Frankli73746124/statuses/1499064418650492933,Frankli73746124,3/2/2022 11:49 am,CornelioMella @luisabinader @raquelarbaje @drmariolama @pelegrinc @Alberto14585289 Sus expresiones son racistas y demuestran una gran miseria espiritual,Mention,Text Only,114,2,"New Jersey, United States",
Twitter,https://twitter.com/doctorgurma/statuses/1499062680912547853,doctorgurma,3/2/2022 11:42 am,Y además nos miran con desden y clasismo... https://t.co/eTHQhyN5Gp,Message,Photo,1590,6,"Colonia Lindavista, México, Mexico",
Instagram,https://www.instagram.com/p/Cam8lmDMYd5/,,3/2/2022 11:42 am,"🤓 Les recomiendo un montón el estudio de Klesse aquí citado para entender las formas tan variadas y complejas del funcionamiento de estos mecanismos de exclusión. ¡Gracias a lio.delg e indagora_psicoterapia por descubrírmelo!

🎧 Escuchen, también, el segundo episodio del podcast esascosasdelfollar para oír ejemplos concretos de esta exclusión en la vida real. Junto a un montón de reflexiones teóricas adicionales ✨

🖤 Es interesante, además, anotar que el meta-análisis de Sheff & Hammers incluía muestras de estudios sobre personas que practican kink/BDSM, con los mismos resultados en torno al privilegio.

[Este post contiene varias diapositivas tituladas ""¿Es clasista el poliamor?"", si deseas una transcripción del texto que aparece en ellas, puedes solicitarla enviando un mensaje directo]

#Poliamor #AmorLibre #NoMonogamia #AnarquiaRelacional #RelacionesAbiertas #Clasismo #NivelSocioeconómico #BDSM #BDSMK #Racismo",Message,Photo,0,11121,,
